RETAILER,BRAND,Product,Product_category,OFFER
,altos de tamaron,wine,alcohol,
,mingle mocktails,drink mixes,beverages,
,hofbrau munchen variety pack,beer,alcohol,
,opolo,wine,alcohol,
,alto moncayo,wine,alcohol,
,wolfburn,spirits,alcohol,
,baja michela,drink mixes,beverages,
,masaccio,wine,alcohol,
,proper brewing proper beer english style gol,beer,alcohol,
,lumami,wine,alcohol,
,martha white,frozen pizza & pizza snacks,frozen,
,lairds,spirits,alcohol,
,pisano,wine,alcohol,
,herzog,wine,alcohol,
,lillet,spirits,alcohol,
,fj,spirits,alcohol,
,clover hill,wine,alcohol,
,windhoek,beer,alcohol,
,erdinger pikantus,beer,alcohol,
,lini 910,wine,alcohol,
,nest,diapering,baby & toddler,
,caboo,household supplies,household supplies,
,august hill winery,wine,alcohol,
,shankys whip,spirits,alcohol,
,pabst ice draft,beer,alcohol,
,charleston,drink mixes,beverages,
,walker and sons slap ya mama,drink mixes,beverages,
,wurzburger hofbrau,beer,alcohol,
,second line,beer,alcohol,
,nonino,spirits,alcohol,
,creyente,spirits,alcohol,
,wisconsins drink,drink mixes,beverages,
,lupo meraviglia,wine,alcohol,
,ommegang,fruit juices,beverages,
,gentleman jack,spirits,alcohol,
,square one,drink mixes,beverages,
,yonder,fruit juices,beverages,
,kent falls brewing co,beer,alcohol,
,gator bite,spirits,alcohol,
,tolaini,wine,alcohol,
,temperance beer co,beer,alcohol,
,big shot,wine,alcohol,
,brooklyn,malt beverages,alcohol,
,robert mondavi private selection,wine,alcohol,
,mahina,spirits,alcohol,
,rj reynolds vapor,tobacco products,mature,
,not your fathers lemonade,malt beverages,alcohol,
,hatch,spirits,alcohol,
,fish tale ales,beer,alcohol,
,old pepper rye,spirits,alcohol,
,nature's path organic,"cereal, granola, & toaster pastries",pantry,
,quilmes,spirits,alcohol,
,101 cider house,fruit juices,beverages,
,red clay brewing co,beer,alcohol,
,armadillo ale works,beer,alcohol,
,campbell's well yes!,soup & broth,pantry,
,gekkeikan,wine,alcohol,
,bomond,spirits,alcohol,
,cotswolds,spirits,alcohol,
,rem natural/organic brands,bath & body,health & wellness,
,gobstopper,candy,snacks,
,right coast spirits,spirits,alcohol,
,e cuarenta,spirits,alcohol,
,vivvi & bloom,hair care,health & wellness,
,michael waltrip,beer,alcohol,
,immaculate baking co,cookies,snacks,
,sudwerk brewing co,beer,alcohol,
,tiny maxi,wine,alcohol,
,big tomato,wine,alcohol,
,pinta negra,wine,alcohol,
,lost worlds brewing,beer,alcohol,
,arrogant brewing,beer,alcohol,
,skyy infusions,spirits,alcohol,
,frutero,frozen fruits,frozen,"Frutero Ice Cream, 1 pint"
,chairmans reserve,spirits,alcohol,
,baby love,baby bathing,baby & toddler,
whole foods market,evolve,frozen turkey,frozen meat,"EVOLVE® Plant-Based Protein Shake, 4 count, select varieties, at Whole Foods"
,sacchetto,wine,alcohol,
,annies homegrown grocery other,condiments,pantry,
,aveeno,baby bathing,baby & toddler,
,villa mt eden,wine,alcohol,
,broken shed,spirits,alcohol,
,pastene,wine,alcohol,
,swanson,soup & broth,pantry,
,7 five,beer,alcohol,
,monopolowa,spirits,alcohol,
,oec,beer,alcohol,
,lazy magnolia brewing co,beer,alcohol,
,the olde mecklenburg capt jack pilsner,beer,alcohol,
,fizzy beez,spirits,alcohol,
,podrum pevac,spirits,alcohol,
,v8,fruit juices,beverages,
,argonaut saloon strength,spirits,alcohol,
,port orleans brewing co,beer,alcohol,
,blue bell,frozen desserts,frozen,
,mammoth brewing company,beer,alcohol,
,basic city beer co,beer,alcohol,
,ghost river,beer,alcohol,
,grolsch premium lager,beer,alcohol,
,crosstown brewing company,beer,alcohol,
,la banderita,cooking & baking,pantry,
,vivvi & bloom,cooking & baking,pantry,
,sinaloa,drink mixes,beverages,
,nextstar,medicines & treatments,health & wellness,
,medusa,beer,alcohol,
,perfect bar,cookies,snacks,
,bas armagnac delord,spirits,alcohol,
,mr peabody,spirits,alcohol,
,frisse,wine,alcohol,
,barrel bomb,wine,alcohol,
,natures way,medicines & treatments,health & wellness,
,boone county distilling co,spirits,alcohol,
,banded brewing,beer,alcohol,
,tangled roots,beer,alcohol,
,j navascues,wine,alcohol,
,squatters juicy ipa,beer,alcohol,
,art of pour,spirits,alcohol,
,amstel light,beer,alcohol,
,empyrean variety pack,beer,alcohol,
,pacific rim,wine,alcohol,
,arrow smackers,spirits,alcohol,
,ronzoni,dry pasta,pasta & noodles,
,first street all american,spirits,alcohol,
,spiral townie kolsch style ale,beer,alcohol,
,ceria brewing company,beer,alcohol,
,mountain dew diet,carbonated soft drinks,beverages,
,still 630 kshe 95 swine shine,spirits,alcohol,
,tonys,frozen pizza & pizza snacks,frozen,
,almond breeze,milk,dairy,
,karbach brewing co,beer,alcohol,
,heist brewery,beer,alcohol,
,jimmy dean,bread,pantry,
,brita,household supplies,household supplies,Brita® Pitcher AND Filter
,brita,household supplies,household supplies,Brita® Standard OR Elite Filters
,brita,household supplies,household supplies,Brita® Pitcher OR Dispenser
,geaghan brothers presque isle honey blonde a,beer,alcohol,
,burgkopf pils,beer,alcohol,
,fruit works,fruit & vegetable snacks,snacks,
,annies homegrown grocery,bread,pantry,"Any General Mills™ products, buy 2
Good Rewards Members Only"
,annies homegrown grocery,bread,pantry,"General Mills™ products, select brands, spend $35"
,annies homegrown grocery,bread,pantry,"General Mills™ products, select brands, spend $7 at Convenience Stores"
,annies homegrown grocery,bread,pantry,"General Mills™ products, select varieties, spend $12"
,purina,dog supplies,animals & pet supplies,
,mendoza station,wine,alcohol,
,tongue river winery,wine,alcohol,
,firestone walker crafted thru hops mixed pac,beer,alcohol,
,devils backbone schwartz bier style black la,beer,alcohol,
,fawn creek winery,wine,alcohol,
,contadi castaldi,wine,alcohol,
,old bay,beer,alcohol,
,sonoma springs brewing co,beer,alcohol,
,la yogurt,yogurt,dairy,
,bel lago,wine,alcohol,
,castiglion del bosco,wine,alcohol,
,rough day,wine,alcohol,
,master of mixes,drink mixes,beverages,
,fiore,adult incontinence,health & wellness,
,gio,wine,alcohol,
,backwoods,spirits,alcohol,
,spritz,wine,alcohol,
,maple grove,"cereal, granola, & toaster pastries",pantry,
,soso,wine,alcohol,
,icon,wine,alcohol,
,santa marina,wine,alcohol,
,water works,beer,alcohol,
,gran centenario,spirits,alcohol,
,medaglia doro,coffee,beverages,
,ingenious,beer,alcohol,
,sainte anne,wine,alcohol,
walmart,arnold brownberry oroweat,bakery,deli & bakery,"Arnold, Brownberry, Oroweat® Small Slice bread, at Walmart"
,arnold brownberry oroweat,bakery,deli & bakery,"Arnold, Brownberry, Oroweat® Keto bread, buy 2"
,arnold brownberry oroweat,bakery,deli & bakery,Arnold® Grains Almighty
,cascade lakes,beer,alcohol,
,pulque hacienda,wine,alcohol,
,bollinger,wine,alcohol,
,nubian heritage,bath & body,health & wellness,
,hebrew,beer,alcohol,
,angry minnow,beer,alcohol,
,acclaimed,wine,alcohol,
,cayman jack,spirits,alcohol,
,evolution,vegetable juices,beverages,
,el recuerdo de oaxaca,spirits,alcohol,
,hungry jack,cooking & baking,pantry,
,bob evans,frozen,frozen,
,zest,spirits,alcohol,
,great midwest,cheese,dairy,
,wattie boone and sons,spirits,alcohol,
,mezcal buenbicho,spirits,alcohol,
,blackstone,wine,alcohol,
,live a little,wine,alcohol,
,oh what fun,wine,alcohol,
sams club,ball park frank,frozen beef,frozen meat,"Tyson Products, select varieties, spend $20 at Sam's Club"
,kroger,packaged vegetables,pantry,
,southnorte,spirits,alcohol,
,snafu snafu tang sour ale,beer,alcohol,
,rael,feminine hygeine,health & wellness,
,burgkopf beer,malt beverages,alcohol,
,bound determined,wine,alcohol,
,gallo,wine,alcohol,
,flo,wine,alcohol,
,lamberti,wine,alcohol,
,signature select,tea,beverages,
,mo,wine,alcohol,
,drastic measures brewing,beer,alcohol,
,casa de valor,wine,alcohol,
,prego,pesto sauce,pasta sauce,
,ludington bay summer fling hefeweizen ale,beer,alcohol,
,sergeants,candy,snacks,
,alkkemist,spirits,alcohol,
,lift bridge hard seltzer northwoods juice bo,fruit juices,beverages,
,old forester birthday bourbon,spirits,alcohol,
,third shift band of brewers,beer,alcohol,
,round lake vineyards and winery,wine,alcohol,
,bike dog brewing co,beer,alcohol,
,ozeki sake,spirits,alcohol,
,harriotts hard lemonade,malt beverages,alcohol,
,norbrook farm brewery,beer,alcohol,
,esprit de fonrozay,wine,alcohol,
,protein one,nuts & seeds,snacks,
,paperback,beer,alcohol,
,live oak brewing company,beer,alcohol,
,straight to ale,beer,alcohol,
,middle of the road,wine,alcohol,
,bertolli,cooking & baking,pantry,
,mcclures,spirits,alcohol,
,amstel,beer,alcohol,
,ships wheel,fruit juices,beverages,
,feather falls brewing company,beer,alcohol,
,capitol cider house,fruit juices,beverages,
,home select,household supplies,household supplies,
,shire distilling co,spirits,alcohol,
,harahorn,spirits,alcohol,
,paul john,spirits,alcohol,
,witchs hat brewing co,beer,alcohol,
,primator,beer,alcohol,
,tamnavulin,spirits,alcohol,
,central waters brewing co,beer,alcohol,
,milwaukee light,beer,alcohol,
,tarantula spider bite,spirits,alcohol,
,vina marty,wine,alcohol,
,bootleggers brewery,beer,alcohol,
,altos las hormigas,wine,alcohol,
,sangre de vida,spirits,alcohol,
,matties perch,wine,alcohol,
,drumconrath brewing company,beer,alcohol,
,moletto,spirits,alcohol,
,thomas creek brewery,beer,alcohol,
,bira 91,beer,alcohol,
,bad granny mother load mixed pack variety pa,fruit juices,beverages,
,the brew kettle and fifty west,beer,alcohol,
,cool cat,wine,alcohol,
,odd side ales,beer,alcohol,
,radley and finch,wine,alcohol,
,drakes denogginizer,beer,alcohol,
,humboldt cider co,fruit juices,beverages,
,border city winery,wine,alcohol,
,bent river brewing company,beer,alcohol,
,novo brazil brewing co,beer,alcohol,
,asheville brewing,beer,alcohol,
,destillare,spirits,alcohol,
,cerveza zolupez fiesta sampler variety pack,beer,alcohol,
,knock on wood,wine,alcohol,
,hwayo,spirits,alcohol,
,lenny boy brewing co,beer,alcohol,
,chateau maycott,wine,alcohol,
,don benedicto,spirits,alcohol,
,with co,drink mixes,beverages,
,barcelo,wine,alcohol,
,can xa,wine,alcohol,
,pink lace,wine,alcohol,
,chateau morrisette,wine,alcohol,
,gallo vermouth,wine,alcohol,
,far from the tree macachusetts hcfftt cider,fruit juices,beverages,
,ex novo brewing company,beer,alcohol,
,the rum cooperative,spirits,alcohol,
,sunsweet,fruit & vegetable snacks,snacks,
,bozal,spirits,alcohol,
,far from the tree,fruit juices,beverages,
,trim tab brewing,beer,alcohol,
,talisker the distillers edition,spirits,alcohol,
,skyy melon,spirits,alcohol,
,sun bum,skin care,health & wellness,
,red dog,beer,alcohol,
,brou czech,beer,alcohol,
,vina coterro,wine,alcohol,
,chalk hill,wine,alcohol,
,sparkling ice spiked hard seltzer strawberry,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,maison no 9,wine,alcohol,
,horny goat,beer,alcohol,
,willm,wine,alcohol,
,mandh,spirits,alcohol,
,forte do cego,wine,alcohol,
,win,wine,alcohol,
,sharps,beer,alcohol,
,happi foodi,frozen pizza & pizza snacks,frozen,
,platform haze jude hazy ipa,beer,alcohol,
,helix,spirits,alcohol,
,four pillars,spirits,alcohol,
,grand love,spirits,alcohol,
,camp,wine,alcohol,
,vinho verde,wine,alcohol,
,este,wine,alcohol,
,1st special forces group,spirits,alcohol,
,suprema michelada,drink mixes,beverages,
,chula vista,spirits,alcohol,
,crooked water,spirits,alcohol,
,vikre distillery co,wine,alcohol,
,rutherford road,wine,alcohol,
,rose sil vous plait,wine,alcohol,
,gr 174,wine,alcohol,
blue apron,blue apron,cooking & baking,pantry,Blue Apron Meal Kits
,mikes,malt beverages,alcohol,
,singlespeed brewing,beer,alcohol,
,devils bathtub,spirits,alcohol,
,homare sake brewery co,wine,alcohol,
,dos artes,spirits,alcohol,
,brugal xv,spirits,alcohol,
,fritos,packaged meals & sides,pantry,
,copper muse distillery,spirits,alcohol,
,ego bodegas goru verde,wine,alcohol,
walmart,kradle,dog supplies,animals & pet supplies,"Kradle, select varieties, spend $20 at Walmart"
chewy,kradle,dog supplies,animals & pet supplies,"Kradle, select products, online at Chewy.com"
amazon,kradle,dog supplies,animals & pet supplies,"Kradle, select varieties, online at Amazon"
pet supplies plus,kradle,dog supplies,animals & pet supplies,"Kradle, select varieties, at Pet Supplies Plus"
,wandering bard meadery,wine,alcohol,
,dolcino,wine,alcohol,
,founders ranch,wine,alcohol,
,dole foods,packaged vegetables,pantry,
,arizona angel,wine,alcohol,
,politically correct,wine,alcohol,
,la fleur ribeyrolles,wine,alcohol,
,bauhaus freezebox mixed pack variety pack,beer,alcohol,
,beares originals,fruit juices,beverages,
,kona big kahuna variety pack,beer,alcohol,
,lac coeur,spirits,alcohol,
,sandeman,wine,alcohol,
,townes vodka,spirits,alcohol,
,stormbreaker brewing,beer,alcohol,
,appalachian mountain cider variety pack,fruit juices,beverages,
,mikes hard peach lemonade,malt beverages,alcohol,
,edge pugzilla ipa,beer,alcohol,
,ahora,spirits,alcohol,
,lechuza,beer,alcohol,
,pearl,spirits,alcohol,
,prairie,malt beverages,alcohol,
,honey bubbles,wine,alcohol,
,astra,beer,alcohol,
,wilsons orchard honeycrisp hard cider,fruit juices,beverages,
,burlington beer co,beer,alcohol,
,cafe agave spiked cold brew,wine,alcohol,
,random row,beer,alcohol,
,brew bus hazelnut spread imperial milk porte,beer,alcohol,
,brogans,spirits,alcohol,
,liquid gravity,beer,alcohol,
,bostavan,wine,alcohol,
,chopo,wine,alcohol,
,bon viv,malt beverages,alcohol,
,or haganuz,wine,alcohol,
,long rocks,wine,alcohol,
,holly nog,wine,alcohol,
,avondale,beer,alcohol,
,mango mamma,wine,alcohol,
,alameda island brewing company,beer,alcohol,
,tri city brewing company,beer,alcohol,
,weselna,spirits,alcohol,
,drekker brewing cmpny and the brwng prjkt,beer,alcohol,
,grolsch lager,cooking & baking,pantry,
,barone ricasoli,wine,alcohol,
,balcones mirador,spirits,alcohol,
,chosen foods,condiments,pantry,"Chosen Foods® Mayo, select varieties"
,chosen foods,condiments,pantry,Chosen Foods® Dressings
,rockwell beer co,beer,alcohol,
,pampers,dips & salsa,snacks,
,alani nu,water,beverages,
,bombastic,beer,alcohol,
,san mig light,beer,alcohol,
,sparkling ice,carbonated soft drinks,beverages,
,pabst blue ribbon easy,beer,alcohol,
,rockport,beer,alcohol,
,keegan ales,beer,alcohol,
,southern grist,beer,alcohol,
,astra,malt beverages,alcohol,
,coca cola,coffee,beverages,
,smoothie king,cooking & baking,pantry,
,berenda road,wine,alcohol,
,tabor hill,wine,alcohol,
,sho chiku bai,spirits,alcohol,
,grove co,household supplies,household supplies,
,bryants,fruit juices,beverages,
,pyrat,spirits,alcohol,
,armour,cheese,dairy,
,czech rebel,beer,alcohol,
,hoop tea,malt beverages,alcohol,
,kunde family winery,wine,alcohol,
,buffalo chip,spirits,alcohol,
,freehouse brewery,beer,alcohol,
,schwartzhog,spirits,alcohol,
,smart care,wine,alcohol,
,batch one,spirits,alcohol,
,susto,spirits,alcohol,
,casali del barone,wine,alcohol,
,revlon,nail care,beauty,
,black dog,spirits,alcohol,
,talbotts cider co,fruit juices,beverages,
,stouffers,frozen meals,frozen,
,mama bear,malt beverages,alcohol,
,whiskey row,spirits,alcohol,
,butter krust,bread,pantry,
,barrel brothers brewing company,beer,alcohol,
,maraska sljivovica,spirits,alcohol,
,klamath basin brewing,beer,alcohol,
,30 30,spirits,alcohol,
,pickers porch picker,spirits,alcohol,
,dry dock,malt beverages,alcohol,
,casa monte,wine,alcohol,
,wild horse distillery,spirits,alcohol,
,park city trail mix pack,beer,alcohol,
,devins,spirits,alcohol,
,gran ponche mexicano,spirits,alcohol,
,tiger malt banks breweries ltd,malt beverages,alcohol,
,cool mountain,carbonated soft drinks,beverages,
,on the rocks,spirits,alcohol,
,generation 1905,wine,alcohol,
,teeling blackpitts,spirits,alcohol,
,drnxmyth,drink mixes,beverages,
,vina san juan,wine,alcohol,
,vineyard block estate 231,wine,alcohol,
,azunia,spirits,alcohol,
,fonseca,wine,alcohol,
,karma,water,beverages,
,welch's,drink mixes,beverages,
,abita,spirits,alcohol,
,leopold bros,spirits,alcohol,
,brau brothers brewing co light,beer,alcohol,
,wollersheim distillery,spirits,alcohol,
,francisco,bread,pantry,
,annies homegrown grocery,frozen breakfast,frozen,"Any General Mills™ products, buy 2
Good Rewards Members Only"
,annies homegrown grocery,frozen breakfast,frozen,"General Mills™ products, select brands, spend $35"
,annies homegrown grocery,frozen breakfast,frozen,"General Mills™ products, select brands, spend $7 at Convenience Stores"
,annies homegrown grocery,frozen breakfast,frozen,"General Mills™ products, select varieties, spend $12"
,twelve 5s rebel hard coffe,malt beverages,alcohol,
,fat heads strange magic ipa,beer,alcohol,
,art of wine,wine,alcohol,
,ahold,dry pasta,pasta & noodles,
,ola hard seltzer hawaiian ginger,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,citizen seltzer,"hard seltzers, sodas, waters, lemonades & teas",alcohol,
,minnesota,fruit juices,beverages,
,hanging hills brewing company,beer,alcohol,
,sincerely,wine,alcohol,
,budweiser black crown,beer,alcohol,
,luce del sole,wine,alcohol,
,ahold,household supplies,household supplies,
,lunds and byerlys,beer,alcohol,
walmart,purex,laundry supplies,household supplies,"Purex® laundry detergent, select varieties, at Walmart"
,master of mixes,spirits,alcohol,
,becherovka,spirits,alcohol,
,mckenzies peach tea hard cider,fruit juices,beverages,
,the calling,wine,alcohol,
,famous daves,drink mixes,beverages,
,decordi,wine,alcohol,
,goose island and weller,beer,alcohol,
,simply limeade,fruit juices,beverages,
,remedy,drink mixes,beverages,
,basic,bath & body,health & wellness,
,melvin experimental series the life hopquati,beer,alcohol,
,straightaway,wine,alcohol,
,valley view,bath & body,health & wellness,
,ayate,spirits,alcohol,
,deep pocket cocktails,spirits,alcohol,
,bulleit 95 rye,spirits,alcohol,
,equilibrium brewery and toppling goliath,beer,alcohol,
,fremont brewing,beer,alcohol,
,sesh,malt beverages,alcohol,
,hop valley,beer,alcohol,
,uncorked by cosmopolitan,wine,alcohol,
,marques de gelida,wine,alcohol,
,pops famous brand,spirits,alcohol,
,leo hillinger,wine,alcohol,
,lewis and clark,wine,alcohol,
,voche,wine,alcohol,
,mill creek brewing co,beer,alcohol,
,menabrea birra,beer,alcohol,
,105w brew co,beer,alcohol,
,sandia hard cider sampler pack variety pack,fruit juices,beverages,
,hana,wine,alcohol,
,sofos,wine,alcohol,
,evasion brewing,beer,alcohol,
,99 butterscotch,spirits,alcohol,
,coruba,spirits,alcohol,
,les bourgeois,wine,alcohol,
,beau joie,wine,alcohol,
,tycoga serenity,wine,alcohol,
